CVE ID,Software,Config,Tag,Target Function,Target File,Vulnerability Type,Sink,Proof Found,Compile Succeeded,Verification Completes,Verification Time,Reachable Line Count,Covered Line Count,Line Coverage %,API Cost,Reported Error Count,Sink Included,Sink Covered,Error Found,Precondition Addressed,CVE Exposed Strict,CVE Exposed Partial,Manual,Exposed,Non-exposure Root Cause,
CVE-2023-4264,zephyr,autoup-s2,exp-0413,bt_tbs_remote_incoming,subsys/bluetooth/audio/tbs.c,OOB Write,tbs_inst_remote_incoming:2776,TRUE,TRUE,TRUE,35.078464,2388,530,22.194305,$20.50,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,BMC Tool Limitation,Not exposed due to struct member dereferencing. AutoUP inferred the right number of strcpy unwindings
CVE-2023-4263,zephyr,autoup-s2,exp-0413,nrf5_tx,drivers/ieee802154/ieee802154_nrf5.c,OOB Write,nrf5_tx:598,TRUE,FALSE,FALSE,,,,,$1.09,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,Compilation failed because LLM could not figure out how to use -imacros
CVE-2023-4260,zephyr,autoup-s2,exp-0413,fuse_fs_access_readdir,subsys/fs/fuse_fs_access_bottom.c,OOB Write,fuse_fs_access_readdir:338,TRUE,TRUE,TRUE,72.476929,177,177,100,$3.51,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,Vulnerability reported inside sprintf
CVE-2023-4259,zephyr,autoup-s2,exp-0413,eswifi_mgmt_iface_status,drivers/wifi/eswifi/eswifi_core.c,OOB Write,eswifi_mgmt_iface_status:502,TRUE,TRUE,FALSE,,596,428,71.812081,,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,BMC Tool Limitation,Not exposed due to timeout after we identified the right strcpy loop unwinding.
CVE-2023-4259,zephyr,autoup-s2,exp-0413,eswifi_shell_atcmd,drivers/wifi/eswifi/eswifi_shell.c,OOB Write,eswifi_shell_atcmd:43,TRUE,TRUE,TRUE,1352.51657,61,61,100,$1.24,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,BMC Tool Limitation,Not exposed due to struct member dereferencing. AutoUP inferred the right number of strcat unwindings
CVE-2023-3725,zephyr,autoup-s2,exp-0413,send_sf,subsys/canbus/isotp/isotp.c,OOB Write,send_sf:922,TRUE,TRUE,TRUE,1.006189,169,129,76.331361,$1.75,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,Precondition added to a different error
CVE-2022-1042,zephyr,autoup-s2,exp-0413,gen_prov_cont,subsys/bluetooth/mesh/pb_adv.c,OOB Write,gen_prov_cont:536,TRUE,TRUE,TRUE,3469.426392,761,529,69.513798,$9.40,5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,TRUE,,
CVE-2022-1041,zephyr,autoup-s2,exp-0413,gen_prov_start,subsys/bluetooth/mesh/pb_adv.c,OOB Write,gen_prov_start:661,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,Skipped because sink is in 1042
CVE-2021-3861,zephyr,autoup-s2,exp-0413,queue_encapsulated_cmd,subsys/usb/device/class/netusb/function_rndis.c,OOB Write,queue_encapsulated_cmd:777,TRUE,TRUE,TRUE,0.425975,362,200,55.248619,$4.40,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,Incomplete CVE recreation,The constraint is enforced by KConfig and a check in an upstream caller.
CVE-2021-3835,zephyr,autoup-s2,exp-0413,bt_buf_get_tx,subsys/bluetooth/host/hci_raw.c,OOB Write,net_buf_simple_add_mem:73,TRUE,TRUE,TRUE,0.096249,246,95,38.617886,$0.94,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,Vulnerability is exposed in vulnerability-report.json
CVE-2021-3581,zephyr,autoup-s2,exp-0413,ull_scan_rsp_set,subsys/bluetooth/controller/ll_sw/ull_adv.c,OOB Write,ull_scan_rsp_set:1921,TRUE,TRUE,TRUE,1.952831,202,198,98.019802,$4.35,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,TRUE,,
CVE-2021-3454,zephyr,autoup-s2,exp-0413,l2cap_chan_le_recv,subsys/bluetooth/host/l2cap.c,OOB Read,net_buf_simple_pull_le16:485,TRUE,TRUE,FALSE,,,,,$0.57,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,BMC Tool Limitation,Additional file at level 2 caused a crash
CVE-2021-3435,zephyr,autoup-s2,exp-0413,le_ecred_conn_req,subsys/bluetooth/host/l2cap.c,OOB Write,le_ecred_conn_req:1658,TRUE,TRUE,FALSE,,456,402,88.157895,,19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,Limited loop unwinding,Not exposed due to timeout after vuln-aware-refiner identified the right loop unwinding.
,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2023-50927,contiki-ng,codexup,exp-codexup-0412,dio_input,os/net/routing/rpl-lite/rpl-icmp6.c,OOB Read,dio_input:203,TRUE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Resource exhaustion,Timeout caused by uncontrolled loop unwinding
CVE-2023-50926,contiki-ng,codexup,exp-codexup-0412,dio_input,os/net/routing/rpl-lite/rpl-icmp6.c,OOB Read,rpl_is_addr_in_our_dag:161,TRUE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Resource exhaustion,Timeout caused by uncontrolled loop unwinding
CVE-2023-48229,contiki-ng,codexup,exp-codexup-0412,read_frame,arch/cpu/nrf/net/nrf-ieee-driver-arch.c,OOB Write,read_frame:714,TRUE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N/A,Rerun,Error in file name provided
CVE-2023-37459,contiki-ng,codexup,exp-codexup-0412,check_for_tcp_syn,os/net/ipv6/tcpip.c,OOB Read,check_for_tcp_syn:159,TRUE,TRUE,TRUE,0.013072,20,20,100,,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,Over-constrained environment,Over-constrained environment model. CodexUP adds the necessary constraint but did not think it may be a vulnerability.
CVE-2023-37281,contiki-ng,codexup,exp-codexup-0412,uncompress_addr,os/net/ipv6/sicslowpan.c,OOB Read,uncompress_addr:630,TRUE,TRUE,TRUE,0.134287,48,48,100,,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,Over-constrained environment,Over-constrained environment model. CodexUP identified the vulnerable location at the start of execution but it seems no error was reported in those locations.
CVE-2023-34101,contiki-ng,codexup,exp-codexup-0412,dao_input_storing,os/net/routing/rpl-classic/rpl-icmp6.c,OOB Read,dao_input_storing:710,TRUE,TRUE,TRUE,119.821476,258,244,94.573643,,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,Over-constrained environment,Over-constrained environment model.
CVE-2023-31129,contiki-ng,codexup,exp-codexup-0412,rs_input,os/net/ipv6/uip-nd6.c,Null Pointer Dereferencing,rs_input:668,TRUE,TRUE,TRUE,8.452699,93,91,97.849462,,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,,Vulnerability identified at start of execution
CVE-2023-30546,contiki-ng,codexup,exp-codexup-0412,storage_get_index,os/storage/antelope/storage-cfs.c,OOB Read,storage_get_index:357,TRUE,TRUE,TRUE,0.66167,89,88,98.876404,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N/A,Rerun,Vulnerability not completely recreated
CVE-2023-28116,contiki-ng,codexup,exp-codexup-0412,PROCESS_THREAD,os/net/mac/ble/ble-l2cap.c,OOB Write,PROCESS_THREAD:586,TRUE,TRUE,TRUE,80.616923,124,111,89.516129,,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE,,Vulnerability exposed at end of harness generation. Why was this not reported under Error found?
CVE-2023-23609,contiki-ng,codexup,exp-codexup-0412,input_l2cap_frame_flow_channel,os/net/mac/ble/ble-l2cap.c,OOB Write,input_l2cap_frame_flow_channel:458,TRUE,TRUE,TRUE,3.700338,51,51,100,,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,Over-constrained environment,Over-constrained environment model.
CVE-2022-41972,contiki-ng,codexup,exp-codexup-0412,input_l2cap_credit,os/net/mac/ble/ble-l2cap.c,Null Pointer Dereferencing,input_l2cap_credit:393,TRUE,TRUE,TRUE,0.017721,36,30,83.333333,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Semantic invalidity,"Vulnerability identified in a local copy of the file, but the actual target was not included or verified."
CVE-2022-41873,contiki-ng,codexup,exp-codexup-0412,input,os/net/mac/ble/ble-l2cap.c,OOB Read,input:489,TRUE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N/A,Rerun,Harness not created due to name conflict
CVE-2022-36054,contiki-ng,codexup,exp-codexup-0412,input,os/net/ipv6/sicslowpan.c,OOB Write,input:2015,TRUE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Resource exhaustion,Inconclusive verification due to excessive loop unrolling. This may have also been caused by the name conflict
CVE-2022-36053,contiki-ng,codexup,exp-codexup-0412,uipbuf_get_next_header,os/net/ipv6/uipbuf.c,OOB Read,uipbuf_get_next_header:122,TRUE,TRUE,TRUE,0.024938,41,41,100,,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,,
CVE-2022-36052,contiki-ng,codexup,exp-codexup-0412,uncompress_hdr_iphc,os/net/ipv6/sicslowpan.c,OOB Write,uncompress_hdr_iphc:1332,TRUE,TRUE,FALSE,1096.008525,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Resource exhaustion,Seems like verification timed out before completion
CVE-2022-35927,contiki-ng,codexup,exp-codexup-0412,dio_input,os/net/routing/rpl-classic/rpl-icmp6.c,OOB Read,set_ip_from_prefix:479,TRUE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N/A,Rerun,Name conflict
CVE-2022-35926,contiki-ng,codexup,exp-codexup-0412,ns_input,os/net/ipv6/uip-nd6.c,OOB Read,ns_input:202,TRUE,TRUE,FALSE,65.983571,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Resource exhaustion,Timed out during verification
CVE-2021-32771,contiki-ng,codexup,exp-codexup-0412,dao_input_storing,os/net/routing/rpl-classic/rpl-icmp6.c,OOB Read,dao_input_storing:775,TRUE,TRUE,TRUE,119.821476,258,244,94.573643,,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Over-constrained environment,Sink location not covered
CVE-2021-21410,contiki-ng,codexup,exp-codexup-0412,uncompress_hdr_iphc,os/net/ipv6/sicslowpan.c,OOB Read,uncompress_hdr_iphc:1093,TRUE,TRUE,FALSE,1096.008525,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,,Timed out during verification but error was reported in cbmc.xml
CVE-2021-21282,contiki-ng,codexup,exp-codexup-0412,rpl_ext_header_srh_update,os/net/routing/rpl-classic/rpl-ext-header.c,OOB Read,rpl_ext_header_srh_update:322,TRUE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Resource exhaustion,Timed out during verification
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2019-1000006,RIOT,autoup-s1,exp-0414,dns_msg_parse_reply,sys/net/application_layer/dns/msg.c,OOB Write,dns_msg_parse_reply:164,TRUE,TRUE,TRUE,0.378626,68,64,94.117647,$0.00,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,TRUE,,
CVE-2019-15134,RIOT,autoup-s1,exp-0414,_receive,sys/net/gnrc/transport_layer/tcp/gnrc_tcp_eventloop.c,Memory Leak,_receive:268,TRUE,TRUE,TRUE,0.390197,162,162,100,$2.13,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,Limited Property Modelling,Memory leak. Not exposable because release function is out-of-scope and contains complex release logic based on usage count
CVE-2019-16754,RIOT,autoup-s1,exp-0414,_on_regack,sys/net/application_layer/asymcute/asymcute.c,Null Pointer Dereferencing,_on_regack:431,TRUE,TRUE,TRUE,1.437361,105,105,100,$2.26,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,"Exposed, but marked as angelic"
CVE-2019-17389,RIOT,autoup-s1,exp-0414,emcute_run,sys/net/application_layer/emcute/emcute.c,Improper Error Handling,emcute_run:525,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,
CVE-2020-15350,RIOT,autoup-s1,exp-0414,base64_encode_base,sys/base64/base64.c,OOB Write,base64_encode_base:147,TRUE,TRUE,TRUE,0.296034,74,72,97.297297,$1.05,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,,
CVE-2021-27357,RIOT,autoup-s1,exp-0414,gnrc_rpl_recv_DAO,sys/net/gnrc/routing/rpl/gnrc_rpl_control_messages.c,OOB Read,gnrc_rpl_validation_DAO:115,TRUE,TRUE,TRUE,11.387088,434,422,97.235023,$3.75,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,Over-constrained environment,Over-constrained environment. Requires validating the initial harness
CVE-2021-27697,RIOT,autoup-s1,exp-0414,gnrc_rpl_validation_options,sys/net/gnrc/routing/rpl/gnrc_rpl_validation.c,OOB Read,gnrc_rpl_validation_options:87,TRUE,TRUE,TRUE,0.041286,62,62,100,$0.80,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,,
CVE-2021-31661,RIOT,autoup-s1,exp-0414,clif_get_attr,sys/clif/clif.c,OOB Read,clif_get_attr:269,TRUE,TRUE,TRUE,0.197627,65,63,96.923077,$0.74,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,TRUE,,We swapped the functions associated with the CVEs.
CVE-2021-31660,RIOT,autoup-s1,exp-0414,clif_decode_link,sys/clif/clif.c,OOB Read,clif_get_attr:288,TRUE,TRUE,TRUE,31.711474,120,118,98.333333,$2.09,5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,,
CVE-2021-31662,RIOT,autoup-s1,exp-0414,uri_parser_process,sys/uri_parser/uri_parser.c,OOB Read,_consume_scheme:63,TRUE,TRUE,TRUE,6.48773,168,162,96.428571,$0.00,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,,
CVE-2021-31663,RIOT,autoup-s1,exp-0414,uri_parser_process,sys/uri_parser/uri_parser.c,OOB Read,_consume_authority:166,TRUE,TRUE,TRUE,6.48773,168,162,96.428571,$0.00,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,,
CVE-2021-31664,RIOT,autoup-s1,exp-0414,dns_msg_parse_reply,sys/net/application_layer/dns/msg.c,OOB Read,_get_short:70,TRUE,TRUE,TRUE,0.378626,68,64,94.117647,$0.00,2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,TRUE,,
CVE-2023-24817,RIOT,autoup-s1,exp-0414,gnrc_rpl_srh_process,sys/net/gnrc/routing/rpl/srh/gnrc_rpl_srh.c,OOB Read,gnrc_rpl_srh_process:99,TRUE,TRUE,TRUE,2.060547,107,99,92.523364,$0.81,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,Exposed but error location was inside memcpy
CVE-2023-24820,RIOT,autoup-s1,exp-0414,gnrc_sixlowpan_iphc_recv,sys/net/gnrc/network_layer/sixlowpan/iphc/gnrc_sixlowpan_iphc.c,OOB Write,gnrc_sixlowpan_iphc_recv:921,TRUE,TRUE,FALSE,250.214306,,,,$0.33,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,Resource exhaustion,"Verification did not complete within the time limit, but completed later on."
CVE-2023-24821,RIOT,autoup-s1,exp-0414,_rbuf_add,sys/net/gnrc/network_layer/sixlowpan/frag/rb/gnrc_sixlowpan_frag_rb.c,OOB Write,_rbuf_add:482,TRUE,TRUE,TRUE,53.650417,551,537,97.459165,$21.74,11,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,TRUE,,
CVE-2023-24822,RIOT,autoup-s1,exp-0414,_iphc_encode,sys/net/gnrc/network_layer/sixlowpan/iphc/gnrc_sixlowpan_iphc.c,Null Pointer Dereferencing,_nhc_udp_encode_snip:1576,TRUE,TRUE,TRUE,187.881551,525,515,98.095238,$0.35,88,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,N/A,Rerun,Can't debug. Cancelled right after backup was discarded
CVE-2023-24823,RIOT,autoup-s1,exp-0414,_iphc_encode,sys/net/gnrc/network_layer/sixlowpan/iphc/gnrc_sixlowpan_iphc.c,OOB Write,iphc_nhc_udp_encode:1457,TRUE,TRUE,TRUE,187.881551,525,515,98.095238,$0.35,88,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,,Verification ran out of memory when trying to resolve an error
CVE-2023-24826,RIOT,autoup-s1,exp-0414,gnrc_sixlowpan_frag_sfr_send,sys/net/gnrc/network_layer/sixlowpan/frag/sfr/gnrc_sixlowpan_frag_sfr.c,Use of Uninitialized Pointer,_sched_arq_timeout:1740,TRUE,TRUE,TRUE,0.036211,602,21,3.488372,$4.19,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Limited Property Modelling,Involved timer semantics which is hard to model
CVE-2023-33973,RIOT,autoup-s1,exp-0414,_iphc_ipv6_encode,sys/net/gnrc/network_layer/sixlowpan/iphc/gnrc_sixlowpan_iphc.c,Null Pointer Dereferencing,_iphc_ipv6_encode:1080,TRUE,TRUE,TRUE,11.519034,279,268,96.057348,$1.37,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,Precondition validation error,Precondition validation failure. It failed to consider all paths to the vulnerability.
CVE-2024-31225,RIOT,autoup-s1,exp-0414,_on_rd_init,sys/net/application_layer/cord/lc/cord_lc.c,OOB Write,_on_rd_init:219,TRUE,TRUE,TRUE,0.060765,61,57,93.442623,$1.67,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE,,
CVE-2024-32017,RIOT,autoup-s1,exp-0414,gcoap_dns_server_proxy_get,sys/net/application_layer/gcoap/dns.c,OOB Write,gcoap_dns_server_proxy_get:326,TRUE,TRUE,TRUE,0.291631,35,35,100,$0.84,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,Error exposed as violation in strcpy function
CVE-2024-32017,RIOT,autoup-s1,exp-0414,_gcoap_forward_proxy_copy_options,sys/net/application_layer/gcoap/forward_proxy.c,OOB Write,_gcoap_forward_proxy_copy_options:377,TRUE,TRUE,TRUE,0.260702,108,107,99.074074,$2.25,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,TRUE,,
CVE-2024-52802,RIOT,autoup-s1,exp-0414,_parse_advertise,sys/net/application_layer/dhcpv6/client.c,OOB Read,_preparse_advertise:681,TRUE,TRUE,TRUE,2943.331465,255,240,94.117647,$7.81,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2019-1000006,RIOT,codexup,exp-codexup-0414,dns_msg_parse_reply,sys/net/application_layer/dns/msg.c,OOB Write,dns_msg_parse_reply:164,TRUE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Resource exhaustion,Timed out because of excessive loop iteration
CVE-2019-15134,RIOT,codexup,exp-codexup-0414,_receive,sys/net/gnrc/transport_layer/tcp/gnrc_tcp_eventloop.c,Memory Leak,_receive:268,TRUE,TRUE,TRUE,0.717884,197,174,88.324873,,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,Limited property model,Not expected to expose
CVE-2019-16754,RIOT,codexup,exp-codexup-0414,_on_regack,sys/net/application_layer/asymcute/asymcute.c,Null Pointer Dereferencing,_on_regack:431,TRUE,TRUE,TRUE,1.025754,149,88,59.060403,,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,Over-constrained environment,Over-constrained environment
CVE-2019-17389,RIOT,codexup,exp-codexup-0414,emcute_run,sys/net/application_layer/emcute/emcute.c,Improper Error Handling,emcute_run:525,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,
CVE-2020-15350,RIOT,codexup,exp-codexup-0414,base64_encode_base,sys/base64/base64.c,OOB Write,base64_encode_base:147,TRUE,TRUE,TRUE,3.674326,85,82,96.470588,,12,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,,Vulnerability identified at start of execution
CVE-2021-27357,RIOT,codexup,exp-codexup-0414,gnrc_rpl_recv_DAO,sys/net/gnrc/routing/rpl/gnrc_rpl_control_messages.c,OOB Read,gnrc_rpl_validation_DAO:115,TRUE,TRUE,TRUE,117.24587,221,88,39.819005,,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,Over-constrained environment,Over-constrained environment
CVE-2021-27697,RIOT,codexup,exp-codexup-0414,gnrc_rpl_validation_options,sys/net/gnrc/routing/rpl/gnrc_rpl_validation.c,OOB Read,gnrc_rpl_validation_options:87,TRUE,TRUE,TRUE,20.089342,59,59,100,,5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,,
CVE-2021-31661,RIOT,codexup,exp-codexup-0414,clif_get_attr,sys/clif/clif.c,OOB Read,clif_get_attr:269,TRUE,TRUE,TRUE,0.82389,62,60,96.774194,,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Semantic invalidity,Semantic invalidity. Target file duplicated instead of linked. Error reported though
CVE-2021-31660,RIOT,codexup,exp-codexup-0414,clif_decode_link,sys/clif/clif.c,OOB Read,clif_get_attr:288,TRUE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Resource exhaustion,Timed out. Excessive loop unwinding
CVE-2021-31662,RIOT,codexup,exp-codexup-0414,uri_parser_process,sys/uri_parser/uri_parser.c,OOB Read,_consume_scheme:63,TRUE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Resource exhaustion,Timed out. Excessive loop unwinding
CVE-2021-31663,RIOT,codexup,exp-codexup-0414,uri_parser_process,sys/uri_parser/uri_parser.c,OOB Read,_consume_authority:166,TRUE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Resource exhaustion,Timed out. Excessive loop unwinding
CVE-2021-31664,RIOT,codexup,exp-codexup-0414,dns_msg_parse_reply,sys/net/application_layer/dns/msg.c,OOB Read,_get_short:70,TRUE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Resource exhaustion,Timed out. Excessive loop unwinding
CVE-2023-24817,RIOT,codexup,exp-codexup-0414,gnrc_rpl_srh_process,sys/net/gnrc/routing/rpl/srh/gnrc_rpl_srh.c,OOB Read,gnrc_rpl_srh_process:99,TRUE,TRUE,TRUE,269.6304,94,90,95.744681,,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,,Vulnerability identified after execution
CVE-2023-24820,RIOT,codexup,exp-codexup-0414,gnrc_sixlowpan_iphc_recv,sys/net/gnrc/network_layer/sixlowpan/iphc/gnrc_sixlowpan_iphc.c,OOB Write,gnrc_sixlowpan_iphc_recv:921,TRUE,TRUE,TRUE,28.849674,461,432,93.709328,,6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,,Vulnerability identified after execution
CVE-2023-24821,RIOT,codexup,exp-codexup-0414,_rbuf_add,sys/net/gnrc/network_layer/sixlowpan/frag/rb/gnrc_sixlowpan_frag_rb.c,OOB Write,_rbuf_add:482,TRUE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Resource exhaustion,
CVE-2023-24822,RIOT,codexup,exp-codexup-0414,_iphc_encode,sys/net/gnrc/network_layer/sixlowpan/iphc/gnrc_sixlowpan_iphc.c,Null Pointer Dereferencing,_nhc_udp_encode_snip:1576,TRUE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Resource exhaustion,
CVE-2023-24823,RIOT,codexup,exp-codexup-0414,_iphc_encode,sys/net/gnrc/network_layer/sixlowpan/iphc/gnrc_sixlowpan_iphc.c,OOB Write,iphc_nhc_udp_encode:1457,TRUE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Resource exhaustion,
CVE-2023-24826,RIOT,codexup,exp-codexup-0414,gnrc_sixlowpan_frag_sfr_send,sys/net/gnrc/network_layer/sixlowpan/frag/sfr/gnrc_sixlowpan_frag_sfr.c,Use of Uninitialized Pointer,_sched_arq_timeout:1740,TRUE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Resource exhaustion,
CVE-2023-33973,RIOT,codexup,exp-codexup-0414,_iphc_ipv6_encode,sys/net/gnrc/network_layer/sixlowpan/iphc/gnrc_sixlowpan_iphc.c,Null Pointer Dereferencing,_iphc_ipv6_encode:1080,TRUE,TRUE,TRUE,8.630274,294,284,96.598639,,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,Over-constrained environment,Over-constrained environment
CVE-2024-31225,RIOT,codexup,exp-codexup-0414,_on_rd_init,sys/net/application_layer/cord/lc/cord_lc.c,OOB Write,_on_rd_init:219,TRUE,TRUE,TRUE,0.077657,55,55,100,,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,,
CVE-2024-32017,RIOT,codexup,exp-codexup-0414,gcoap_dns_server_proxy_get,sys/net/application_layer/gcoap/dns.c,OOB Write,gcoap_dns_server_proxy_get:326,TRUE,TRUE,TRUE,0.499187,70,50,71.428571,,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,Error exposed inside strcpy
CVE-2024-32017,RIOT,codexup,exp-codexup-0414,_gcoap_forward_proxy_copy_options,sys/net/application_layer/gcoap/forward_proxy.c,OOB Write,_gcoap_forward_proxy_copy_options:377,TRUE,TRUE,TRUE,4.203392,145,144,99.310345,,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,Over-constrained environment,Over-constrained environment
CVE-2024-52802,RIOT,codexup,exp-codexup-0414,_parse_advertise,sys/net/application_layer/dhcpv6/client.c,OOB Read,_preparse_advertise:681,TRUE,TRUE,TRUE,0.052289,249,100,40.160643,,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,Over-constrained environment,Low coverage because the harness hardcoded the input packet
,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE-2023-48229,contiki-ng,autoup-s1,exp-0417,read_frame,arch/cpu/nrf/net/nrf-ieee-driver-arch.c,OOB Write,read_frame:714,TRUE,TRUE,TRUE,0.180394,193,180,93.264249,$4.04,3,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,TRUE,,
